ID	HEX	名称	文名称	英文名称	版本存在
864	0360	金色蕉香果	きんのナナのみ	Golden Nanab Berry	#N/A
865	0361	银色凰梨果	ぎんのパイルのみ	Silver Pinap Berry	#N/A
866	0362	金色凰梨果	きんのパイルのみ	Golden Pinap Berry	#N/A
867	0363	？？？	？？？	???	#N/A
868	0364	？？？	？？？	???	#N/A
869	0365	？？？	？？？	???	#N/A
870	0366	？？？	？？？	???	#N/A
871	0367	？？？	？？？	???	#N/A
872	0368	秘密钥匙	ひみつのカギ	Secret Key	#N/A
873	0369	船票	ふねのチケット	S.S. Ticket	#N/A
874	036A	西尔佛检视镜	シルフスコープ	Silph Scope	#N/A
875	036B	包裹	おとどけもの	Parcel	#N/A
876	036C	钥匙卡	カードキー	Card Key	#N/A
877	036D	金假牙	きんのいれば	Gold Teeth	#N/A
878	036E	电梯钥匙	エレベータのカギ	Lift Key	#N/A
879	036F	大地膜	グランドコート	Terrain Extender	TRUE
880	0370	部位护具	ぼうごパット	Protective Pads	TRUE
881	0371	电气种子	エレキシード	Electric Seed	TRUE
882	0372	精神种子	サイコシード	Psychic Seed	TRUE
883	0373	薄雾种子	ミストシード	Misty Seed	TRUE
884	0374	青草种子	グラスシード	Grassy Seed	TRUE
885	0375	松掉的弹簧	のびたバネ	Stretchy Spring	#N/A
886	0376	粉笔石	チョークいし	Chalky Stone	#N/A
887	0377	弹珠	ビーだま	Marble	#N/A
888	0378	一边的耳环	かたっぽピアス	Lone Earring	#N/A
889	0379	海边的玻璃	うみべのガラス	Beach Glass	#N/A
890	037A	金色叶子	きんのはっぱ	Gold Leaf	#N/A
891	037B	银色叶子	ぎんのはっぱ	Silver Leaf	#N/A
892	037C	光滑泥球	ピカピカだんご	Polished Mud Ball	#N/A
893	037D	南国贝壳	なんごくかいがら	Tropical Shell	#N/A
894	037E	树叶信	このはのおてがみ	Leaf Letter	#N/A
895	037F	树叶信	このはのおてがみ	Leaf Letter	#N/A
896	0380	小小花束	ちいさなはなたば	Small Bouquet	#N/A
897	0381	？？？	？？？	???	#N/A
898	0382	？？？	？？？	???	#N/A
899	0383	？？？	？？？	???	#N/A
900	0384	引虫香水	むしよせコロン	Lure	#N/A
901	0385	白银香水	シルバーコロン	Super Lure	#N/A
902	0386	黄金香水	ゴールドコロン	Max Lure	#N/A
903	0387	深灰米果	ニビあられ	Pewter Crunchies	#N/A
904	0388	战斗存储碟	ファイトメモリ	Fighting Memory	#N/A
905	0389	飞翔存储碟	フライングメモリ	Flying Memory	#N/A
906	038A	毒存储碟	ポイズンメモリ	Poison Memory	#N/A
907	038B	大地存储碟	グラウンドメモリ	Ground Memory	#N/A
908	038C	岩石存储碟	ロックメモリ	Rock Memory	#N/A
909	038D	虫子存储碟	バグメモリ	Bug Memory	#N/A
910	038E	幽灵存储碟	ゴーストメモリ	Ghost Memory	#N/A
911	038F	钢铁存储碟	スチールメモリ	Steel Memory	#N/A
912	0390	火焰存储碟	ファイヤーメモリ	Fire Memory	#N/A
913	0391	清水存储碟	ウオーターメモリ	Water Memory	#N/A
914	0392	青草存储碟	グラスメモリ	Grass Memory	#N/A
915	0393	电子存储碟	エレクトロメモリ	Electric Memory	#N/A
916	0394	精神存储碟	サイキックメモリ	Psychic Memory	#N/A
917	0395	冰雪存储碟	アイスメモリ	Ice Memory	#N/A
918	0396	龙存储碟	ドラゴンメモリ	Dragon Memory	#N/A
919	0397	黑暗存储碟	ダークメモリ	Dark Memory	#N/A
920	0398	妖精存储碟	フェアリーメモリ	Fairy Memory	#N/A
921	0399	索尔迦雷欧Ｚ	ソルガレオＺ	Solganium Z	#N/A
922	039A	露奈雅拉Ｚ	ルナアーラＺ	Lunalium Z	#N/A
923	039B	究极奈克洛Ｚ	ウルトラネクロＺ	Ultranecrozium Z	#N/A
924	039C	谜拟ＱＺ	ミミッキュＺ	Mimikium Z	#N/A
925	039D	鬃岩狼人Ｚ	ルガルガンＺ	Lycanium Z	#N/A
926	039E	杖尾鳞甲龙Ｚ	ジャラランガＺ	Kommonium Z	#N/A
927	039F	索尔迦雷欧Ｚ	ソルガレオＺ	Solganium Z	#N/A
928	03A0	露奈雅拉Ｚ	ルナアーラＺ	Lunalium Z	#N/A
929	03A1	究极奈克洛Ｚ	ウルトラネクロＺ	Ultranecrozium Z	#N/A
930	03A2	谜拟ＱＺ	ミミッキュＺ	Mimikium Z	#N/A
931	03A3	鬃岩狼人Ｚ	ルガルガンＺ	Lycanium Z	#N/A
932	03A4	杖尾鳞甲龙Ｚ	ジャラランガＺ	Kommonium Z	#N/A
933	03A5	Ｚ强力手环	Ｚパワーリング	Z-Power Ring	#N/A
934	03A6	粉红花瓣	ももいろはなびら	Pink Petal	#N/A
935	03A7	橙色花瓣	だいだいはなびら	Orange Petal	#N/A
936	03A8	蓝色花瓣	あおのはなびら	Blue Petal	#N/A
937	03A9	红色花瓣	あかのはなびら	Red Petal	#N/A
938	03AA	绿色花瓣	みどりのはなびら	Green Petal	#N/A
939	03AB	黄色花瓣	きいろのはなびら	Yellow Petal	#N/A
940	03AC	紫色花瓣	むらさきはなびら	Purple Petal	#N/A
941	03AD	虹色之花	にじいろのはな	Rainbow Flower	#N/A
942	03AE	桔色徽章	だいだいバッジ	Surge Badge	#N/A
943	03AF	奈克洛索尔合体器	ネクロプラスソル	N-Solarizer	TRUE
944	03B0	奈克洛露奈合体器	ネクロプラスルナ	N-Lunarizer	TRUE
945	03B1	奈克洛索尔合体器	ネクロプラスソル	N-Solarizer	TRUE
946	03B2	奈克洛露奈合体器	ネクロプラスルナ	N-Lunarizer	TRUE
947	03B3	伊利马一般Ｚ	イリマノーマルＺ	Ilima’s Normalium Z	#N/A
948	03B4	留下的精灵球	のこされたボール	Left Poké Ball	#N/A
949	03B5	孵蛋碰碰	タマゴふかポン	Roto Hatch	#N/A
950	03B6	优惠碰碰	やすうりポン	Roto Bargain	#N/A
951	03B7	零花钱碰碰	おこづかいポン	Roto Prize Money	#N/A
952	03B8	经验碰碰	けいけんポン	Roto Exp. Points	#N/A
953	03B9	亲密碰碰	なつきポン	Roto Friendship	#N/A
954	03BA	相遇碰碰	みっけポン	Roto Encounter	#N/A
955	03BB	隐身碰碰	かくれポン	Roto Stealth	#N/A
956	03BC	ＨＰ回复碰碰	ＨＰかいふくポン	Roto HP Restore	#N/A
957	03BD	ＰＰ回复碰碰	ＰＰかいふくポン	Roto PP Restore	#N/A
958	03BE	加油碰碰	おうえんポン	Roto Boost	#N/A
959	03BF	捕捉碰碰	つかまえポン	Roto Catch	#N/A
960	03C0	元气糖果	げんきのアメ	Health Candy	#N/A
961	03C1	力量糖果	ちからのアメ	Mighty Candy	#N/A
962	03C2	守护糖果	まもりのアメ	Tough Candy	#N/A
963	03C3	知识糖果	ちしきのアメ	Smart Candy	#N/A
964	03C4	心灵糖果	こころのアメ	Courage Candy	#N/A
965	03C5	敏捷糖果	はやさのアメ	Quick Candy	#N/A
966	03C6	元气糖果Ｌ	げんきのアメＬ	Health Candy L	#N/A
967	03C7	力量糖果Ｌ	ちからのアメＬ	Mighty Candy L	#N/A
968	03C8	守护糖果Ｌ	まもりのアメＬ	Tough Candy L	#N/A
969	03C9	知识糖果Ｌ	ちしきのアメＬ	Smart Candy L	#N/A
970	03CA	心灵糖果Ｌ	こころのアメＬ	Courage Candy L	#N/A
971	03CB	敏捷糖果Ｌ	はやさのアメＬ	Quick Candy L	#N/A
972	03CC	元气糖果ＸＬ	げんきのアメＸＬ	Health Candy XL	#N/A
973	03CD	力量糖果ＸＬ	ちからのアメＸＬ	Mighty Candy XL	#N/A
974	03CE	守护糖果ＸＬ	まもりのアメＸＬ	Tough Candy XL	#N/A
975	03CF	知识糖果ＸＬ	ちしきのアメＸＬ	Smart Candy XL	#N/A
976	03D0	心灵糖果ＸＬ	こころのアメＸＬ	Courage Candy XL	#N/A
977	03D1	敏捷糖果ＸＬ	はやさのアメＸＬ	Quick Candy XL	#N/A
978	03D2	妙蛙种子的糖果	フシギダネのアメ	Bulbasaur Candy	#N/A
979	03D3	小火龙的糖果	ヒトカゲのアメ	Charmander Candy	#N/A
980	03D4	杰尼龟的糖果	ゼニガメのアメ	Squirtle Candy	#N/A
981	03D5	绿毛虫的糖果	キャタピーのアメ	Caterpie Candy	#N/A
982	03D6	独角虫的糖果	ビードルのアメ	Weedle Candy	#N/A
983	03D7	波波的糖果	ポッポのアメ	Pidgey Candy	#N/A
984	03D8	小拉达的糖果	コラッタのアメ	Rattata Candy	#N/A
985	03D9	烈雀的糖果	オニスズメのアメ	Spearow Candy	#N/A
986	03DA	阿柏蛇的糖果	アーボのアメ	Ekans Candy	#N/A
987	03DB	皮卡丘的糖果	ピカチュウのアメ	Pikachu Candy	#N/A
988	03DC	穿山鼠的糖果	サンドのアメ	Sandshrew Candy	#N/A
989	03DD	尼多兰的糖果	ニドラン♀のアメ	Nidoran♀ Candy	#N/A
990	03DE	尼多朗的糖果	ニドラン♂のアメ	Nidoran♂ Candy	#N/A
991	03DF	皮皮的糖果	ピッピのアメ	Clefairy Candy	#N/A
992	03E0	六尾的糖果	ロコンのアメ	Vulpix Candy	#N/A
993	03E1	胖丁的糖果	プリンのアメ	Jigglypuff Candy	#N/A
994	03E2	超音蝠的糖果	ズバットのアメ	Zubat Candy	#N/A
995	03E3	走路草的糖果	ナゾノクサのアメ	Oddish Candy	#N/A
996	03E4	派拉斯的糖果	パラスのアメ	Paras Candy	#N/A
997	03E5	毛球的糖果	コンパンのアメ	Venonat Candy	#N/A
998	03E6	地鼠的糖果	ディグダのアメ	Diglett Candy	#N/A
999	03E7	喵喵的糖果	ニャースのアメ	Meowth Candy	#N/A
1000	03E8	可达鸭的糖果	コダックのアメ	Psyduck Candy	#N/A
1001	03E9	猴怪的糖果	マンキーのアメ	Mankey Candy	#N/A
1002	03EA	卡蒂狗的糖果	ガーディのアメ	Growlithe Candy	#N/A
1003	03EB	蚊香蝌蚪的糖果	ニョロモのアメ	Poliwag Candy	#N/A
1004	03EC	凯西的糖果	ケーシィのアメ	Abra Candy	#N/A
1005	03ED	腕力的糖果	ワンリキーのアメ	Machop Candy	#N/A
1006	03EE	喇叭芽的糖果	マダツボミのアメ	Bellsprout Candy	#N/A
1007	03EF	玛瑙水母的糖果	メノクラゲのアメ	Tentacool Candy	#N/A
1008	03F0	小拳石的糖果	イシツブテのアメ	Geodude Candy	#N/A
1009	03F1	小火马的糖果	ポニータのアメ	Ponyta Candy	#N/A
1010	03F2	呆呆兽的糖果	ヤドンのアメ	Slowpoke Candy	#N/A
1011	03F3	小磁怪的糖果	コイルのアメ	Magnemite Candy	#N/A
1012	03F4	大葱鸭的糖果	カモネギのアメ	Farfetch’d Candy	#N/A
1013	03F5	嘟嘟的糖果	ドードーのアメ	Doduo Candy	#N/A
1014	03F6	小海狮的糖果	パウワウのアメ	Seel Candy	#N/A
1015	03F7	臭泥的糖果	ベトベターのアメ	Grimer Candy	#N/A
1016	03F8	大舌贝的糖果	シェルダーのアメ	Shellder Candy	#N/A
1017	03F9	鬼斯的糖果	ゴースのアメ	Gastly Candy	#N/A
1018	03FA	大岩蛇的糖果	イワークのアメ	Onix Candy	#N/A
1019	03FB	催眠貘的糖果	スリープのアメ	Drowzee Candy	#N/A
1020	03FC	大钳蟹的糖果	クラブのアメ	Krabby Candy	#N/A
1021	03FD	霹雳电球的糖果	ビリリダマのアメ	Voltorb Candy	#N/A
1022	03FE	蛋蛋的糖果	タマタマのアメ	Exeggcute Candy	#N/A
1023	03FF	卡拉卡拉的糖果	カラカラのアメ	Cubone Candy	#N/A
1024	0400	飞腿郎的糖果	サワムラーのアメ	Hitmonlee Candy	#N/A
1025	0401	快拳郎的糖果	エビワラーのアメ	Hitmonchan Candy	#N/A
1026	0402	大舌头的糖果	ベロリンガのアメ	Lickitung Candy	#N/A
1027	0403	瓦斯弹的糖果	ドガースのアメ	Koffing Candy	#N/A
1028	0404	独角犀牛的糖果	サイホーンのアメ	Rhyhorn Candy	#N/A
1029	0405	吉利蛋的糖果	ラッキーのアメ	Chansey Candy	#N/A
1030	0406	蔓藤怪的糖果	モンジャラのアメ	Tangela Candy	#N/A
1031	0407	袋兽的糖果	ガルーラのアメ	Kangaskhan Candy	#N/A
1032	0408	墨海马的糖果	タッツーのアメ	Horsea Candy	#N/A
1033	0409	角金鱼的糖果	トサキントのアメ	Goldeen Candy	#N/A
1034	040A	海星星的糖果	ヒトデマンのアメ	Staryu Candy	#N/A
1035	040B	魔墙人偶的糖果	バリヤードのアメ	Mr. Mime Candy	#N/A
1036	040C	飞天螳螂的糖果	ストライクのアメ	Scyther Candy	#N/A
1037	040D	迷唇姐的糖果	ルージュラのアメ	Jynx Candy	#N/A
1038	040E	电击兽的糖果	エレブーのアメ	Electabuzz Candy	#N/A
1039	040F	凯罗斯的糖果	カイロスのアメ	Pinsir Candy	#N/A
1040	0410	肯泰罗的糖果	ケンタロスのアメ	Tauros Candy	#N/A
1041	0411	鲤鱼王的糖果	コイキングのアメ	Magikarp Candy	#N/A
1042	0412	拉普拉斯的糖果	ラプラスのアメ	Lapras Candy	#N/A
1043	0413	百变怪的糖果	メタモンのアメ	Ditto Candy	#N/A
1044	0414	伊布的糖果	イーブイのアメ	Eevee Candy	#N/A
1045	0415	多边兽的糖果	ポリゴンのアメ	Porygon Candy	#N/A
1046	0416	菊石兽的糖果	オムナイトのアメ	Omanyte Candy	#N/A
1047	0417	化石盔的糖果	カブトのアメ	Kabuto Candy	#N/A
1048	0418	化石翼龙的糖果	プテラのアメ	Aerodactyl Candy	#N/A
1049	0419	卡比兽的糖果	カビゴンのアメ	Snorlax Candy	#N/A
1050	041A	急冻鸟的糖果	フリーザーのアメ	Articuno Candy	#N/A
1051	041B	闪电鸟的糖果	サンダーのアメ	Zapdos Candy	#N/A
1052	041C	火焰鸟的糖果	ファイヤーのアメ	Moltres Candy	#N/A
1053	041D	迷你龙的糖果	ミニリュウのアメ	Dratini Candy	#N/A
1054	041E	超梦的糖果	ミュウツーのアメ	Mewtwo Candy	#N/A
1055	041F	梦幻的糖果	ミュウのアメ	Mew Candy	#N/A
1056	0420	美录坦的糖果	メルタンのアメ	Meltan Candy	#N/A
1057	0421	鸭嘴火兽的糖果	ブーバーのアメ	Magmar Candy	#N/A
1058	0422	？？？	？？？	???	#N/A
1059	0423	？？？	？？？	???	#N/A
1060	0424	？？？	？？？	???	#N/A
1061	0425	？？？	？？？	???	#N/A
1062	0426	？？？	？？？	???	#N/A
1063	0427	？？？	？？？	???	#N/A
1064	0428	？？？	？？？	???	#N/A
1065	0429	？？？	？？？	???	#N/A
1066	042A	？？？	？？？	???	#N/A
1067	042B	？？？	？？？	???	#N/A
1068	042C	？？？	？？？	???	#N/A
1069	042D	？？？	？？？	???	#N/A
1070	042E	？？？	？？？	???	#N/A
1071	042F	？？？	？？？	???	#N/A
1072	0430	？？？	？？？	???	#N/A
1073	0431	？？？	？？？	???	#N/A
1074	0432	推荐函	すいせんじょう	Endorsement	#N/A
1075	0433	宝可梦盒	ポケモンボックス	Pokémon Box Link	#N/A
1076	0434	许愿星	ねがいぼし	Wishing Star	#N/A
1077	0435	极巨腕带	ダイマックスＢ	Dynamax Band	#N/A
1078	0436	？？？	？？？	???	#N/A
1079	0437	？？？	？？？	???	#N/A
1080	0438	钓竿	つりざお	Fishing Rod	#N/A
1081	0439	洛托姆自行车	ロトムじてんしゃ	Rotom Bike	#N/A
1082	043A	？？？	？？？	???	#N/A
1083	043B	？？？	？？？	???	#N/A
1084	043C	粗绞肉香肠	あらびきヴルスト	Sausages	#N/A
1085	043D	饱伯罐头	ボブのかんづめ	Bob’s Food Tin	#N/A
1086	043E	巴哈罐头	バックのかんづめ	Bach’s Food Tin	#N/A
1087	043F	豆子罐头	マメかん	Tin of Beans	#N/A
1088	0440	吐司面包	しょくパン	Bread	#N/A
1089	0441	通心粉	パスタ	Pasta	#N/A
1090	0442	袋装蕈菇	キノコパック	Mixed Mushrooms	#N/A
1091	0443	烟熏尾巴	しっぽのくんせい	Smoke-Poke Tail	#N/A
1092	0444	粗枝大葱	ふといながねぎ	Large Leek	#N/A
1093	0445	特选苹果	とくせんリンゴ	Fancy Apple	#N/A
1094	0446	细骨	かぼそいホネ	Brittle Bones	#N/A
1095	0447	袋装土豆	ポテトパック	Pack of Potatoes	#N/A
1096	0448	水边香草	みずべのハーブ	Pungent Root	#N/A
1097	0449	袋装蔬菜	やさいパック	Salad Mix	#N/A
1098	044A	炸物拼盘	フライもりあわせ	Fried Food	#N/A
1099	044B	水煮蛋	ゆでタマゴ	Boiled Egg	#N/A
1100	044C	露营组合	キャンプセット	Camping Gear	#N/A
1101	044D	？？？	？？？	???	#N/A
1102	044E	？？？	？？？	???	#N/A
1103	044F	腐朽的剑	くちたけん	Rusted Sword	TRUE
1104	0450	腐朽的盾	くちたたて	Rusted Shield	TRUE
1105	0451	化石鸟	カセキのトリ	Fossilized Bird	#N/A
1106	0452	化石鱼	カセキのサカナ	Fossilized Fish	#N/A
1107	0453	化石龙	カセキのリュウ	Fossilized Drake	#N/A
1108	0454	化石海兽	カセキのクビナガ	Fossilized Dino	#N/A
1109	0455	草莓糖饰	いちごアメざいく	Strawberry Sweet	TRUE
1110	0456	爱心糖饰	ハートアメざいく	Love Sweet	TRUE
1111	0457	野莓糖饰	ベリーアメざいく	Berry Sweet	TRUE
1112	0458	幸运草糖饰	よつばアメざいく	Clover Sweet	TRUE
1113	0459	花朵糖饰	おはなアメざいく	Flower Sweet	TRUE
1114	045A	星星糖饰	スターアメざいく	Star Sweet	TRUE
1115	045B	蝴蝶结糖饰	リボンアメざいく	Ribbon Sweet	TRUE
1116	045C	甜甜苹果	あまーいりんご	Sweet Apple	TRUE
1117	045D	酸酸苹果	すっぱいりんご	Tart Apple	TRUE
1118	045E	爽喉喷雾	のどスプレー	Throat Spray	TRUE
1119	045F	避难背包	だっしゅつパック	Eject Pack	TRUE
1120	0460	厚底靴	あつぞこブーツ	Heavy-Duty Boots	TRUE
1121	0461	打空保险	からぶりほけん	Blunder Policy	TRUE
1122	0462	客房服务	ルームサービス	Room Service	TRUE
1123	0463	万能伞	ばんのうがさ	Utility Umbrella	TRUE
1124	0464	经验糖果ＸＳ	けいけんアメＸＳ	Exp. Candy XS	TRUE
1125	0465	经验糖果Ｓ	けいけんアメＳ	Exp. Candy S	TRUE
1126	0466	经验糖果Ｍ	けいけんアメＭ	Exp. Candy M	TRUE
1127	0467	经验糖果Ｌ	けいけんアメＬ	Exp. Candy L	TRUE
1128	0468	经验糖果ＸＬ	けいけんアメＸＬ	Exp. Candy XL	TRUE
1129	0469	极巨糖果	ダイマックスアメ	Dynamax Candy	#N/A
1130	046A	招式记录００	わざレコード００	TR00	#N/A
1131	046B	招式记录０１	わざレコード０１	TR01	#N/A
1132	046C	招式记录０２	わざレコード０２	TR02	#N/A
1133	046D	招式记录０３	わざレコード０３	TR03	#N/A
1134	046E	招式记录０４	わざレコード０４	TR04	#N/A
1135	046F	招式记录０５	わざレコード０５	TR05	#N/A
1136	0470	招式记录０６	わざレコード０６	TR06	#N/A
1137	0471	招式记录０７	わざレコード０７	TR07	#N/A
1138	0472	招式记录０８	わざレコード０８	TR08	#N/A
1139	0473	招式记录０９	わざレコード０９	TR09	#N/A
1140	0474	招式记录１０	わざレコード１０	TR10	#N/A
1141	0475	招式记录１１	わざレコード１１	TR11	#N/A
1142	0476	招式记录１２	わざレコード１２	TR12	#N/A
1143	0477	招式记录１３	わざレコード１３	TR13	#N/A
1144	0478	招式记录１４	わざレコード１４	TR14	#N/A
1145	0479	招式记录１５	わざレコード１５	TR15	#N/A
1146	047A	招式记录１６	わざレコード１６	TR16	#N/A
1147	047B	招式记录１７	わざレコード１７	TR17	#N/A
1148	047C	招式记录１８	わざレコード１８	TR18	#N/A
1149	047D	招式记录１９	わざレコード１９	TR19	#N/A
1150	047E	招式记录２０	わざレコード２０	TR20	#N/A
1151	047F	招式记录２１	わざレコード２１	TR21	#N/A
1152	0480	招式记录２２	わざレコード２２	TR22	#N/A
1153	0481	招式记录２３	わざレコード２３	TR23	#N/A
1154	0482	招式记录２４	わざレコード２４	TR24	#N/A
1155	0483	招式记录２５	わざレコード２５	TR25	#N/A
1156	0484	招式记录２６	わざレコード２６	TR26	#N/A
1157	0485	招式记录２７	わざレコード２７	TR27	#N/A
1158	0486	招式记录２８	わざレコード２８	TR28	#N/A
1159	0487	招式记录２９	わざレコード２９	TR29	#N/A
1160	0488	招式记录３０	わざレコード３０	TR30	#N/A
1161	0489	招式记录３１	わざレコード３１	TR31	#N/A
1162	048A	招式记录３２	わざレコード３２	TR32	#N/A
1163	048B	招式记录３３	わざレコード３３	TR33	#N/A
1164	048C	招式记录３４	わざレコード３４	TR34	#N/A
1165	048D	招式记录３５	わざレコード３５	TR35	#N/A
1166	048E	招式记录３６	わざレコード３６	TR36	#N/A
1167	048F	招式记录３７	わざレコード３７	TR37	#N/A
1168	0490	招式记录３８	わざレコード３８	TR38	#N/A
1169	0491	招式记录３９	わざレコード３９	TR39	#N/A
1170	0492	招式记录４０	わざレコード４０	TR40	#N/A
1171	0493	招式记录４１	わざレコード４１	TR41	#N/A
1172	0494	招式记录４２	わざレコード４２	TR42	#N/A
1173	0495	招式记录４３	わざレコード４３	TR43	#N/A
1174	0496	招式记录４４	わざレコード４４	TR44	#N/A
1175	0497	招式记录４５	わざレコード４５	TR45	#N/A
1176	0498	招式记录４６	わざレコード４６	TR46	#N/A
1177	0499	招式记录４７	わざレコード４７	TR47	#N/A
1178	049A	招式记录４８	わざレコード４８	TR48	#N/A
1179	049B	招式记录４９	わざレコード４９	TR49	#N/A
1180	049C	招式记录５０	わざレコード５０	TR50	#N/A
1181	049D	招式记录５１	わざレコード５１	TR51	#N/A
1182	049E	招式记录５２	わざレコード５２	TR52	#N/A
1183	049F	招式记录５３	わざレコード５３	TR53	#N/A
1184	04A0	招式记录５４	わざレコード５４	TR54	#N/A
1185	04A1	招式记录５５	わざレコード５５	TR55	#N/A
1186	04A2	招式记录５６	わざレコード５６	TR56	#N/A
1187	04A3	招式记录５７	わざレコード５７	TR57	#N/A
1188	04A4	招式记录５８	わざレコード５８	TR58	#N/A
1189	04A5	招式记录５９	わざレコード５９	TR59	#N/A
1190	04A6	招式记录６０	わざレコード６０	TR60	#N/A
1191	04A7	招式记录６１	わざレコード６１	TR61	#N/A
1192	04A8	招式记录６２	わざレコード６２	TR62	#N/A
1193	04A9	招式记录６３	わざレコード６３	TR63	#N/A
1194	04AA	招式记录６４	わざレコード６４	TR64	#N/A
1195	04AB	招式记录６５	わざレコード６５	TR65	#N/A
1196	04AC	招式记录６６	わざレコード６６	TR66	#N/A
1197	04AD	招式记录６７	わざレコード６７	TR67	#N/A
1198	04AE	招式记录６８	わざレコード６８	TR68	#N/A
1199	04AF	招式记录６９	わざレコード６９	TR69	#N/A
1200	04B0	招式记录７０	わざレコード７０	TR70	#N/A
1201	04B1	招式记录７１	わざレコード７１	TR71	#N/A
1202	04B2	招式记录７２	わざレコード７２	TR72	#N/A
1203	04B3	招式记录７３	わざレコード７３	TR73	#N/A
1204	04B4	招式记录７４	わざレコード７４	TR74	#N/A
1205	04B5	招式记录７５	わざレコード７５	TR75	#N/A
1206	04B6	招式记录７６	わざレコード７６	TR76	#N/A
1207	04B7	招式记录７７	わざレコード７７	TR77	#N/A
1208	04B8	招式记录７８	わざレコード７８	TR78	#N/A
1209	04B9	招式记录７９	わざレコード７９	TR79	#N/A
1210	04BA	招式记录８０	わざレコード８０	TR80	#N/A
1211	04BB	招式记录８１	わざレコード８１	TR81	#N/A
1212	04BC	招式记录８２	わざレコード８２	TR82	#N/A
1213	04BD	招式记录８３	わざレコード８３	TR83	#N/A
1214	04BE	招式记录８４	わざレコード８４	TR84	#N/A
1215	04BF	招式记录８５	わざレコード８５	TR85	#N/A
1216	04C0	招式记录８６	わざレコード８６	TR86	#N/A
1217	04C1	招式记录８７	わざレコード８７	TR87	#N/A
1218	04C2	招式记录８８	わざレコード８８	TR88	#N/A
1219	04C3	招式记录８９	わざレコード８９	TR89	#N/A
1220	04C4	招式记录９０	わざレコード９０	TR90	#N/A
1221	04C5	招式记录９１	わざレコード９１	TR91	#N/A
1222	04C6	招式记录９２	わざレコード９２	TR92	#N/A
1223	04C7	招式记录９３	わざレコード９３	TR93	#N/A
1224	04C8	招式记录９４	わざレコード９４	TR94	#N/A
1225	04C9	招式记录９５	わざレコード９５	TR95	#N/A
1226	04CA	招式记录９６	わざレコード９６	TR96	#N/A
1227	04CB	招式记录９７	わざレコード９７	TR97	#N/A
1228	04CC	招式记录９８	わざレコード９８	TR98	#N/A
1229	04CD	招式记录９９	わざレコード９９	TR99	#N/A
1230	04CE	招式学习器００	わざマシン００	TM00	#N/A
1231	04CF	怕寂寞薄荷	さみしがりミント	Lonely Mint	TRUE
1232	04D0	固执薄荷	いじっぱりミント	Adamant Mint	TRUE
1233	04D1	顽皮薄荷	やんちゃミント	Naughty Mint	TRUE
1234	04D2	勇敢薄荷	ゆうかんミント	Brave Mint	TRUE
1235	04D3	大胆薄荷	ずぶといミント	Bold Mint	TRUE
1236	04D4	淘气薄荷	わんぱくミント	Impish Mint	TRUE
1237	04D5	乐天薄荷	のうてんきミント	Lax Mint	TRUE
1238	04D6	悠闲薄荷	のんきミント	Relaxed Mint	TRUE
1239	04D7	内敛薄荷	ひかえめミント	Modest Mint	TRUE
1240	04D8	慢吞吞薄荷	おっとりミント	Mild Mint	TRUE
1241	04D9	马虎薄荷	うっかりやミント	Rash Mint	TRUE
1242	04DA	冷静薄荷	れいせいミント	Quiet Mint	TRUE
1243	04DB	温和薄荷	おだやかミント	Calm Mint	TRUE
1244	04DC	温顺薄荷	おとなしいミント	Gentle Mint	TRUE
1245	04DD	慎重薄荷	しんちょうミント	Careful Mint	TRUE
1246	04DE	自大薄荷	なまいきミント	Sassy Mint	TRUE
1247	04DF	胆小薄荷	おくびょうミント	Timid Mint	TRUE
1248	04E0	急躁薄荷	せっかちミント	Hasty Mint	TRUE
1249	04E1	爽朗薄荷	ようきミント	Jolly Mint	TRUE
1250	04E2	天真薄荷	むじゃきミント	Naive Mint	TRUE
1251	04E3	认真薄荷	まじめミント	Serious Mint	TRUE
1252	04E4	许愿星块	ねがいのかたまり	Wishing Piece	#N/A
1253	04E5	破裂的茶壶	われたポット	Cracked Pot	TRUE
1254	04E6	缺损的茶壶	かけたポット	Chipped Pot	TRUE
1255	04E7	厉害耳塞	すごいみみせん	Hi-tech Earbuds	#N/A
1256	04E8	袋装果实	フサパック	Fruit Bunch	#N/A
1257	04E9	哞哞乳酪	モーモーチーズ	Moomoo Cheese	#N/A
1258	04EA	香料组合	スパイスセット	Spice Mix	#N/A
1259	04EB	鲜鲜奶油	しんせんクリーム	Fresh Cream	#N/A
1260	04EC	即食咖喱	レトルトカレー	Packaged Curry	#N/A
1261	04ED	椰奶	ヤシのミルク	Coconut Milk	#N/A
1262	04EE	即食面	レトルトめん	Instant Noodles	#N/A
1263	04EF	即食肉排	レトルトバーグ	Precooked Burger	#N/A
1264	04F0	超极粉	キョダイパウダー	Gigantamix	#N/A
1265	04F1	许愿星碎片	ねがいのかけら	Wishing Chip	#N/A
1266	04F2	洛托姆自行车	ロトムじてんしゃ	Rotom Bike	#N/A
1267	04F3	防晃护符	ゆれないおまもり	Catching Charm	TRUE
1268	04F4	？？？	？？？	???	#N/A
1269	04F5	陈旧的信	ふるびたてがみ	Old Letter	#N/A
1270	04F6	乐队的签名	バンドのサイン	Band Autograph	#N/A
1271	04F7	索妮亚的书	ソニアのほん	Sonia’s Book	#N/A
1272	04F8	？？？	？？？	???	#N/A
1273	04F9	？？？	？？？	???	#N/A
1274	04FA	？？？	？？？	???	#N/A
